,userName,score,at,content,sentiment,review_tokens,review_tokens_fdist,review_tokens_WSW,review_normalized,review_tokens_stemmed
1502,Endang Misbah,4,2022-07-06 02:17:21,untuk laporan keluhan sudah bagus tapi belum sempurna aplikasi seperti berat gitu trus belum ada muncul pengguna secara detail,1,"['untuk', 'laporan', 'keluhan', 'sudah', 'bagus', 'tapi', 'belum', 'sempurna', 'aplikasi', 'seperti', 'berat', 'gitu', 'trus', 'belum', 'ada', 'muncul', 'pengguna', 'secara', 'detail']",<FreqDist with 18 samples and 19 outcomes>,"['laporan', 'keluhan', 'bagus', 'sempurna', 'aplikasi', 'berat', 'muncul', 'pengguna', 'detail']","['laporan', 'keluhan', 'bagus', 'sempurna', 'aplikasi', 'berat', 'muncul', 'pengguna', 'detail']","['lapor', 'keluh', 'bagus', 'sempurna', 'aplikasi', 'berat', 'muncul', 'guna', 'detail']"
1503,Anthoni Marthin,1,2022-07-05 23:54:52,sudah install daftar lewat aplikasi pas tim surveynya datang hanya lihat lalu pergi trus di hubungi bilangnya belum bisa tanpa memberikan alasan yg jelas so uninstall dulu apl nya  krna kecewa  ksih bintang aja dulu,-1,"['sudah', 'install', 'daftar', 'lewat', 'aplikasi', 'pas', 'tim', 'surveynya', 'datang', 'hanya', 'lihat', 'lalu', 'pergi', 'trus', 'di', 'hubungi', 'bilangnya', 'belum', 'bisa', 'tanpa', 'memberikan', 'alasan', 'yg', 'jelas', 'so', 'uninstall', 'dulu', 'apl', 'nya', 'krna', 'kecewa', 'ksih', 'bintang', 'aja', 'dulu']",<FreqDist with 34 samples and 35 outcomes>,"['install', 'daftar', 'aplikasi', 'pas', 'tim', 'surveynya', 'pergi', 'hubungi', 'bilangnya', 'alasan', 'uninstall', 'apl', 'krna', 'kecewa', 'ksih', 'bintang']","['install', 'daftar', 'aplikasi', 'pas', 'tim', 'surveynya', 'pergi', 'hubungi', 'bilangnya', 'alasan', 'uninstall', 'apl', 'krna', 'kecewa', 'ksih', 'bintang']","['install', 'daftar', 'aplikasi', 'pas', 'tim', 'surveynya', 'pergi', 'hubung', 'bilang', 'alas', 'uninstall', 'apl', 'krna', 'kecewa', 'ksih', 'bintang']"
1504,Yeye Allgath,5,2022-07-05 22:28:36,muantap dgn aplikasi ini tau kalaukitasdh bayartapi sayang awalnya bisa melihat kuota tinggal berapa skrng tdk bisa melihat,1,"['muantap', 'dgn', 'aplikasi', 'ini', 'tau', 'kalaukitasdh', 'bayartapi', 'sayang', 'awalnya', 'bisa', 'melihat', 'kuota', 'tinggal', 'berapa', 'skrng', 'tdk', 'bisa', 'melihat']",<FreqDist with 16 samples and 18 outcomes>,"['muantap', 'aplikasi', 'kalaukitasdh', 'bayartapi', 'sayang', 'kuota', 'tinggal', 'skrng']","['muantap', 'aplikasi', 'kalaukitasdh', 'bayartapi', 'sayang', 'kuota', 'tinggal', 'skrng']","['muantap', 'aplikasi', 'kalaukitasdh', 'bayartapi', 'sayang', 'kuota', 'tinggal', 'skrng']"
1505,Priesten Dungus,5,2022-07-05 17:38:48,saya berlangganan indihome di dua kota berbeda dengan aplikasi ini dan pelayanan cs myindihome semuanya jadi mudah kalau ada masaalah tinggal lapor lewat aplikasi dan langsung direspon dan di tangani lewat aplikasi ini juga kita bisa tahu jika ada gangguan atau maintenance di wilayah kita akan muncul pemberitahuan di layar beranda aplikasi soal tagihan dan pembayaran juga sangat mudah lewat aplikasi ini terimakasih pelayanannya myindihome,1,"['saya', 'berlangganan', 'indihome', 'di', 'dua', 'kota', 'berbeda', 'dengan', 'aplikasi', 'ini', 'dan', 'pelayanan', 'cs', 'myindihome', 'semuanya', 'jadi', 'mudah', 'kalau', 'ada', 'masaalah', 'tinggal', 'lapor', 'lewat', 'aplikasi', 'dan', 'langsung', 'direspon', 'dan', 'di', 'tangani', 'lewat', 'aplikasi', 'ini', 'juga', 'kita', 'bisa', 'tahu', 'jika', 'ada', 'gangguan', 'atau', 'maintenance', 'di', 'wilayah', 'kita', 'akan', 'muncul', 'pemberitahuan', 'di', 'layar', 'beranda', 'aplikasi', 'soal', 'tagihan', 'dan', 'pembayaran', 'juga', 'sangat', 'mudah', 'lewat', 'aplikasi', 'ini', 'terimakasih', 'pelayanannya', 'myindihome']",<FreqDist with 46 samples and 65 outcomes>,"['berlangganan', 'indihome', 'kota', 'berbeda', 'aplikasi', 'pelayanan', 'cs', 'myindihome', 'mudah', 'masaalah', 'tinggal', 'lapor', 'aplikasi', 'direspon', 'tangani', 'aplikasi', 'gangguan', 'maintenance', 'wilayah', 'muncul', 'pemberitahuan', 'layar', 'beranda', 'aplikasi', 'tagihan', 'pembayaran', 'mudah', 'aplikasi', 'terimakasih', 'pelayanannya', 'myindihome']","['berlangganan', 'indihome', 'kota', 'berbeda', 'aplikasi', 'pelayanan', 'cs', 'myindihome', 'mudah', 'masaalah', 'tinggal', 'lapor', 'aplikasi', 'direspon', 'tangani', 'aplikasi', 'gangguan', 'maintenance', 'wilayah', 'muncul', 'pemberitahuan', 'layar', 'beranda', 'aplikasi', 'tagihan', 'pembayaran', 'mudah', 'aplikasi', 'terimakasih', 'pelayanannya', 'myindihome']","['langgan', 'indihome', 'kota', 'beda', 'aplikasi', 'layan', 'cs', 'myindihome', 'mudah', 'masaalah', 'tinggal', 'lapor', 'aplikasi', 'direspon', 'tangan', 'aplikasi', 'ganggu', 'maintenance', 'wilayah', 'muncul', 'pemberitahuan', 'layar', 'beranda', 'aplikasi', 'tagih', 'bayar', 'mudah', 'aplikasi', 'terimakasih', 'layan', 'myindihome']"
1506,Hamidah Eny,5,2022-07-05 12:35:39,aplikasi nya sangat membantu sangat memudahkan pelanggan untuk melihat pemakaian kuota dan juga lebih cepat mengetahui info atau promo tentang pengguna indihome semoga lebih banyak lagi perkembangan yang lebih baik,1,"['aplikasi', 'nya', 'sangat', 'membantu', 'sangat', 'memudahkan', 'pelanggan', 'untuk', 'melihat', 'pemakaian', 'kuota', 'dan', 'juga', 'lebih', 'cepat', 'mengetahui', 'info', 'atau', 'promo', 'tentang', 'pengguna', 'indihome', 'semoga', 'lebih', 'banyak', 'lagi', 'perkembangan', 'yang', 'lebih', 'baik']",<FreqDist with 27 samples and 30 outcomes>,"['aplikasi', 'membantu', 'memudahkan', 'pelanggan', 'pemakaian', 'kuota', 'cepat', 'info', 'promo', 'pengguna', 'indihome', 'semoga', 'perkembangan']","['aplikasi', 'membantu', 'memudahkan', 'pelanggan', 'pemakaian', 'kuota', 'cepat', 'info', 'promo', 'pengguna', 'indihome', 'semoga', 'perkembangan']","['aplikasi', 'bantu', 'mudah', 'langgan', 'pakai', 'kuota', 'cepat', 'info', 'promo', 'guna', 'indihome', 'moga', 'kembang']"
1507,Fefberian Rialdi,5,2022-07-05 11:59:38,mantappelayanannya bagusnggak bisa daftar di aplikasi atau website dibantu sama cs nyamantap indihome,1,"['mantappelayanannya', 'bagusnggak', 'bisa', 'daftar', 'di', 'aplikasi', 'atau', 'website', 'dibantu', 'sama', 'cs', 'nyamantap', 'indihome']",<FreqDist with 13 samples and 13 outcomes>,"['mantappelayanannya', 'bagusnggak', 'daftar', 'aplikasi', 'website', 'dibantu', 'cs', 'nyamantap', 'indihome']","['mantappelayanannya', 'bagusnggak', 'daftar', 'aplikasi', 'website', 'dibantu', 'cs', 'nyamantap', 'indihome']","['mantappelayanannya', 'bagusnggak', 'daftar', 'aplikasi', 'website', 'bantu', 'cs', 'nyamantap', 'indihome']"
1508,Ignatius Nugrasta Darmanu,5,2022-07-05 05:17:09,sangat pedulia dan tanggap terhadap laporan gangguan yg kami sampaikan dan di proses sampai benar beres terima kasih atas bantuannya semoga tetap bisa di pertahankan layanan yang baik ini,1,"['sangat', 'pedulia', 'dan', 'tanggap', 'terhadap', 'laporan', 'gangguan', 'yg', 'kami', 'sampaikan', 'dan', 'di', 'proses', 'sampai', 'benar', 'beres', 'terima', 'kasih', 'atas', 'bantuannya', 'semoga', 'tetap', 'bisa', 'di', 'pertahankan', 'layanan', 'yang', 'baik', 'ini']",<FreqDist with 27 samples and 29 outcomes>,"['pedulia', 'tanggap', 'laporan', 'gangguan', 'proses', 'beres', 'terima', 'kasih', 'bantuannya', 'semoga', 'pertahankan', 'layanan']","['pedulia', 'tanggap', 'laporan', 'gangguan', 'proses', 'beres', 'terima', 'kasih', 'bantuannya', 'semoga', 'pertahankan', 'layanan']","['pedulia', 'tanggap', 'lapor', 'ganggu', 'proses', 'beres', 'terima', 'kasih', 'bantu', 'moga', 'tahan', 'layan']"
1509,Didit Aditia Gumai,3,2022-07-05 04:09:42,aplikasi udh ok cuman ag lemot yg jadi saran ketika pindah alamat jaringan ketika alamat baru belum aktif maka jgn dlu di non aktifkan pada alamat jaringan yg lama soalnya  masuk akal klw prosesny begini teknisi indihome kurang gerak cepat,-1,"['aplikasi', 'udh', 'ok', 'cuman', 'ag', 'lemot', 'yg', 'jadi', 'saran', 'ketika', 'pindah', 'alamat', 'jaringan', 'ketika', 'alamat', 'baru', 'belum', 'aktif', 'maka', 'jgn', 'dlu', 'di', 'non', 'aktifkan', 'pada', 'alamat', 'jaringan', 'yg', 'lama', 'soalnya', 'masuk', 'akal', 'klw', 'prosesny', 'begini', 'teknisi', 'indihome', 'kurang', 'gerak', 'cepat']",<FreqDist with 35 samples and 40 outcomes>,"['aplikasi', 'udh', 'cuman', 'ag', 'lemot', 'saran', 'pindah', 'alamat', 'jaringan', 'alamat', 'aktif', 'non', 'aktifkan', 'alamat', 'jaringan', 'akal', 'prosesny', 'teknisi', 'indihome', 'gerak', 'cepat']","['aplikasi', 'udh', 'cuman', 'ag', 'lemot', 'saran', 'pindah', 'alamat', 'jaringan', 'alamat', 'aktif', 'non', 'aktifkan', 'alamat', 'jaringan', 'akal', 'prosesny', 'teknisi', 'indihome', 'gerak', 'cepat']","['aplikasi', 'udh', 'cuman', 'ag', 'lot', 'saran', 'pindah', 'alamat', 'jaring', 'alamat', 'aktif', 'non', 'aktif', 'alamat', 'jaring', 'akal', 'prosesny', 'teknisi', 'indihome', 'gerak', 'cepat']"
1510,DEJAM,2,2022-07-05 03:14:32,aplikasinya tetiba logout sendiri terus pas nyoba masuk dan salah kata sandi langsung harus nunggu se jam padahal cuma salah masukin sekali padahal gua mau bayar tagihan,-1,"['aplikasinya', 'tetiba', 'logout', 'sendiri', 'terus', 'pas', 'nyoba', 'masuk', 'dan', 'salah', 'kata', 'sandi', 'langsung', 'harus', 'nunggu', 'se', 'jam', 'padahal', 'cuma', 'salah', 'masukin', 'sekali', 'padahal', 'gua', 'mau', 'bayar', 'tagihan']",<FreqDist with 25 samples and 27 outcomes>,"['aplikasinya', 'tetiba', 'logout', 'pas', 'nyoba', 'salah', 'sandi', 'nunggu', 'jam', 'salah', 'masukin', 'gua', 'bayar', 'tagihan']","['aplikasinya', 'tetiba', 'logout', 'pas', 'nyoba', 'salah', 'sandi', 'nunggu', 'jam', 'salah', 'masukin', 'gua', 'bayar', 'tagihan']","['aplikasi', 'tetiba', 'logout', 'pas', 'nyoba', 'salah', 'sandi', 'nunggu', 'jam', 'salah', 'masukin', 'gua', 'bayar', 'tagih']"
1511,Suhe Hendra,5,2022-07-05 02:10:20,pelayanan nya mantaps kalo sudah ditangani oleh timnya langsung namun untuk terhubung dengan timnya langsung perlu proses yang lumayan mantaps,1,"['pelayanan', 'nya', 'mantaps', 'kalo', 'sudah', 'ditangani', 'oleh', 'timnya', 'langsung', 'namun', 'untuk', 'terhubung', 'dengan', 'timnya', 'langsung', 'perlu', 'proses', 'yang', 'lumayan', 'mantaps']",<FreqDist with 17 samples and 20 outcomes>,"['pelayanan', 'mantaps', 'ditangani', 'timnya', 'terhubung', 'timnya', 'proses', 'lumayan', 'mantaps']","['pelayanan', 'mantaps', 'ditangani', 'timnya', 'terhubung', 'timnya', 'proses', 'lumayan', 'mantaps']","['layan', 'mantaps', 'tangan', 'tim', 'hubung', 'tim', 'proses', 'lumayan', 'mantaps']"
1512,Rusprianti S. Pd. SD.,5,2022-07-04 11:50:34,selama saya menggunakan aplikasi indihome semua jadi mudah tinggal klik beres dech tanpa keluar rumah kontak dengan orang banyak pokonya sip dech pake aplikasi my indihome tanpa keluar rumah kita bisa tahu promo dan berita yang ada di myindihome indihome is the best,1,"['selama', 'saya', 'menggunakan', 'aplikasi', 'indihome', 'semua', 'jadi', 'mudah', 'tinggal', 'klik', 'beres', 'dech', 'tanpa', 'keluar', 'rumah', 'kontak', 'dengan', 'orang', 'banyak', 'pokonya', 'sip', 'dech', 'pake', 'aplikasi', 'my', 'indihome', 'tanpa', 'keluar', 'rumah', 'kita', 'bisa', 'tahu', 'promo', 'dan', 'berita', 'yang', 'ada', 'di', 'myindihome', 'indihome', 'is', 'the', 'best']",<FreqDist with 36 samples and 43 outcomes>,"['aplikasi', 'indihome', 'mudah', 'tinggal', 'klik', 'beres', 'rumah', 'kontak', 'pokonya', 'sip', 'pake', 'aplikasi', 'indihome', 'rumah', 'promo', 'berita', 'myindihome', 'indihome', 'best']","['aplikasi', 'indihome', 'mudah', 'tinggal', 'klik', 'beres', 'rumah', 'kontak', 'pokonya', 'sip', 'pake', 'aplikasi', 'indihome', 'rumah', 'promo', 'berita', 'myindihome', 'indihome', 'best']","['aplikasi', 'indihome', 'mudah', 'tinggal', 'klik', 'beres', 'rumah', 'kontak', 'poko', 'sip', 'pake', 'aplikasi', 'indihome', 'rumah', 'promo', 'berita', 'myindihome', 'indihome', 'best']"
1513,Azis Fahrizal,5,2022-07-04 11:46:45,aplikasi mudah digunakan dan user interface yg menarik semoga indihome selalu menjadi yg terdepan dalam pelayanan  ternet di indonesia,1,"['aplikasi', 'mudah', 'digunakan', 'dan', 'user', 'interface', 'yg', 'menarik', 'semoga', 'indihome', 'selalu', 'menjadi', 'yg', 'terdepan', 'dalam', 'pelayanan', 'ternet', 'di', 'indonesia']",<FreqDist with 18 samples and 19 outcomes>,"['aplikasi', 'mudah', 'user', 'interface', 'menarik', 'semoga', 'indihome', 'terdepan', 'pelayanan', 'ternet', 'indonesia']","['aplikasi', 'mudah', 'user', 'interface', 'menarik', 'semoga', 'indihome', 'terdepan', 'pelayanan', 'ternet', 'indonesia']","['aplikasi', 'mudah', 'user', 'interface', 'tarik', 'moga', 'indihome', 'depan', 'layan', 'net', 'indonesia']"
1514,Ocky Suryana,5,2022-07-04 09:33:01,good  like it tolong jaringan signal lebih diperkuat lagi sering terjadi not koneksi internet hilang jaringan terimakasih,1,"['good', 'like', 'it', 'tolong', 'jaringan', 'signal', 'lebih', 'diperkuat', 'lagi', 'sering', 'terjadi', 'not', 'koneksi', 'internet', 'hilang', 'jaringan', 'terimakasih']",<FreqDist with 16 samples and 17 outcomes>,"['tolong', 'jaringan', 'signal', 'diperkuat', 'not', 'koneksi', 'internet', 'hilang', 'jaringan', 'terimakasih']","['tolong', 'jaringan', 'signal', 'diperkuat', 'not', 'koneksi', 'internet', 'hilang', 'jaringan', 'terimakasih']","['tolong', 'jaring', 'signal', 'kuat', 'not', 'koneksi', 'internet', 'hilang', 'jaring', 'terimakasih']"
1515,G-oNe,5,2022-07-04 02:14:06,aplikasi my indihome sangat membantu untuk melihat status pembayaran dan jumlah pemakaian kuotapelayanan sudah bagus dan lbh ditingkatkan lagi,1,"['aplikasi', 'my', 'indihome', 'sangat', 'membantu', 'untuk', 'melihat', 'status', 'pembayaran', 'dan', 'jumlah', 'pemakaian', 'kuotapelayanan', 'sudah', 'bagus', 'dan', 'lbh', 'ditingkatkan', 'lagi']",<FreqDist with 18 samples and 19 outcomes>,"['aplikasi', 'indihome', 'membantu', 'status', 'pembayaran', 'pemakaian', 'kuotapelayanan', 'bagus', 'ditingkatkan']","['aplikasi', 'indihome', 'membantu', 'status', 'pembayaran', 'pemakaian', 'kuotapelayanan', 'bagus', 'ditingkatkan']","['aplikasi', 'indihome', 'bantu', 'status', 'bayar', 'pakai', 'kuotapelayanan', 'bagus', 'tingkat']"
1516,Jaya ku,5,2022-07-03 23:10:50,aplikasi ini membantu sekali baik kita dapat menambah layanan atau melihat daftar daftar lain yg sekiranya nanti kita butuhkan disamping itu kita juga dpt melihat tagihan sudah terbayar atau belum juga dapat memantau kuota keluarga yang sudah terpakai,1,"['aplikasi', 'ini', 'membantu', 'sekali', 'baik', 'kita', 'dapat', 'menambah', 'layanan', 'atau', 'melihat', 'daftar', 'daftar', 'lain', 'yg', 'sekiranya', 'nanti', 'kita', 'butuhkan', 'disamping', 'itu', 'kita', 'juga', 'dpt', 'melihat', 'tagihan', 'sudah', 'terbayar', 'atau', 'belum', 'juga', 'dapat', 'memantau', 'kuota', 'keluarga', 'yang', 'sudah', 'terpakai']",<FreqDist with 30 samples and 38 outcomes>,"['aplikasi', 'membantu', 'menambah', 'layanan', 'daftar', 'daftar', 'butuhkan', 'disamping', 'tagihan', 'terbayar', 'memantau', 'kuota', 'keluarga', 'terpakai']","['aplikasi', 'membantu', 'menambah', 'layanan', 'daftar', 'daftar', 'butuhkan', 'disamping', 'tagihan', 'terbayar', 'memantau', 'kuota', 'keluarga', 'terpakai']","['aplikasi', 'bantu', 'tambah', 'layan', 'daftar', 'daftar', 'butuh', 'samping', 'tagih', 'bayar', 'pantau', 'kuota', 'keluarga', 'pakai']"
1517,Dondon Ondon,1,2022-07-03 19:59:39,gak habis thinking sama nih aplikasi lemot nya minta ampun jaringan padahal normal pakai jaringan indihome pulak mana gak ada perbaikan peningkatan di server nya gedeg banget terakhir komplen di aplikasinya ini saya sudah bayar tp keterangan nya internet terisolir lawak beud,-1,"['gak', 'habis', 'thinking', 'sama', 'nih', 'aplikasi', 'lemot', 'nya', 'minta', 'ampun', 'jaringan', 'padahal', 'normal', 'pakai', 'jaringan', 'indihome', 'pulak', 'mana', 'gak', 'ada', 'perbaikan', 'peningkatan', 'di', 'server', 'nya', 'gedeg', 'banget', 'terakhir', 'komplen', 'di', 'aplikasinya', 'ini', 'saya', 'sudah', 'bayar', 'tp', 'keterangan', 'nya', 'internet', 'terisolir', 'lawak', 'beud']",<FreqDist with 37 samples and 42 outcomes>,"['habis', 'thinking', 'aplikasi', 'lemot', 'ampun', 'jaringan', 'normal', 'pakai', 'jaringan', 'indihome', 'pulak', 'perbaikan', 'peningkatan', 'server', 'gedeg', 'banget', 'komplen', 'aplikasinya', 'bayar', 'keterangan', 'internet', 'terisolir', 'lawak', 'beud']","['habis', 'thinking', 'aplikasi', 'lemot', 'ampun', 'jaringan', 'normal', 'pakai', 'jaringan', 'indihome', 'pulak', 'perbaikan', 'peningkatan', 'server', 'gedeg', 'banget', 'komplen', 'aplikasinya', 'bayar', 'keterangan', 'internet', 'terisolir', 'lawak', 'beud']","['habis', 'thinking', 'aplikasi', 'lot', 'ampun', 'jaring', 'normal', 'pakai', 'jaring', 'indihome', 'pulak', 'baik', 'tingkat', 'server', 'gedeg', 'banget', 'komplen', 'aplikasi', 'bayar', 'terang', 'internet', 'isolir', 'lawak', 'beud']"
1518,Ramdan Apriadi,5,2022-07-03 15:47:05,dulu mau restart router mesti tersambung dengan wifikalau sekarang bisa lewat myindihome restart routerbuat komplain jaringanrenewganti paket juga bisa lewat myindihomeuntuk transaksi pembayaran tagihan pun jadi lebih mudahsemua fungsi aplikasi ini mantap saran sayaaplikasi bisa cek device yg terhubung dengan router kitabisa ganti pasword semua fitur yg ada lewat web saat login router bisa login lwt aplikasi myindihome utk masuk  routerjadi bisa login lewat web aplikasi,1,"['dulu', 'mau', 'restart', 'router', 'mesti', 'tersambung', 'dengan', 'wifikalau', 'sekarang', 'bisa', 'lewat', 'myindihome', 'restart', 'routerbuat', 'komplain', 'jaringanrenewganti', 'paket', 'juga', 'bisa', 'lewat', 'myindihomeuntuk', 'transaksi', 'pembayaran', 'tagihan', 'pun', 'jadi', 'lebih', 'mudahsemua', 'fungsi', 'aplikasi', 'ini', 'mantap', 'saran', 'sayaaplikasi', 'bisa', 'cek', 'device', 'yg', 'terhubung', 'dengan', 'router', 'kitabisa', 'ganti', 'pasword', 'semua', 'fitur', 'yg', 'ada', 'lewat', 'web', 'saat', 'login', 'router', 'bisa', 'login', 'lwt', 'aplikasi', 'myindihome', 'utk', 'masuk', 'routerjadi', 'bisa', 'login', 'lewat', 'web', 'aplikasi']",<FreqDist with 48 samples and 66 outcomes>,"['restart', 'router', 'mesti', 'tersambung', 'wifikalau', 'myindihome', 'restart', 'routerbuat', 'komplain', 'jaringanrenewganti', 'paket', 'myindihomeuntuk', 'transaksi', 'pembayaran', 'tagihan', 'mudahsemua', 'fungsi', 'aplikasi', 'mantap', 'saran', 'sayaaplikasi', 'cek', 'device', 'terhubung', 'router', 'kitabisa', 'ganti', 'pasword', 'fitur', 'web', 'login', 'router', 'login', 'aplikasi', 'myindihome', 'routerjadi', 'login', 'web', 'aplikasi']","['restart', 'router', 'mesti', 'tersambung', 'wifikalau', 'myindihome', 'restart', 'routerbuat', 'komplain', 'jaringanrenewganti', 'paket', 'myindihomeuntuk', 'transaksi', 'pembayaran', 'tagihan', 'mudahsemua', 'fungsi', 'aplikasi', 'mantap', 'saran', 'sayaaplikasi', 'cek', 'device', 'terhubung', 'router', 'kitabisa', 'ganti', 'pasword', 'fitur', 'web', 'login', 'router', 'login', 'aplikasi', 'myindihome', 'routerjadi', 'login', 'web', 'aplikasi']","['restart', 'router', 'mesti', 'sambung', 'wifikalau', 'myindihome', 'restart', 'routerbuat', 'komplain', 'jaringanrenewganti', 'paket', 'myindihomeuntuk', 'transaksi', 'bayar', 'tagih', 'mudahsemua', 'fungsi', 'aplikasi', 'mantap', 'saran', 'sayaaplikasi', 'cek', 'device', 'hubung', 'router', 'kitabisa', 'ganti', 'pasword', 'fitur', 'web', 'login', 'router', 'login', 'aplikasi', 'myindihome', 'routerjadi', 'login', 'web', 'aplikasi']"
1519,Aditya Andhika Faudi,5,2022-07-03 11:11:29,indihome telah memberikan layanan terbaik dari pertama saya berlangganan indihome akan selalu ada solusi dimana ketika terjadi trouble pada internet saya ketika gangguan jaringan tidak segan segan costumer service indihome cepat tanggap atau fast respon untuk memulihkan gangguan jaringan atau lemot pada router layanan indihome untuk kembali normal dan pelanggan dapat menikmati kembali layanan indihome tersebut,1,"['indihome', 'telah', 'memberikan', 'layanan', 'terbaik', 'dari', 'pertama', 'saya', 'berlangganan', 'indihome', 'akan', 'selalu', 'ada', 'solusi', 'dimana', 'ketika', 'terjadi', 'trouble', 'pada', 'internet', 'saya', 'ketika', 'gangguan', 'jaringan', 'tidak', 'segan', 'segan', 'costumer', 'service', 'indihome', 'cepat', 'tanggap', 'atau', 'fast', 'respon', 'untuk', 'memulihkan', 'gangguan', 'jaringan', 'atau', 'lemot', 'pada', 'router', 'layanan', 'indihome', 'untuk', 'kembali', 'normal', 'dan', 'pelanggan', 'dapat', 'menikmati', 'kembali', 'layanan', 'indihome', 'tersebut']",<FreqDist with 41 samples and 56 outcomes>,"['indihome', 'layanan', 'terbaik', 'berlangganan', 'indihome', 'solusi', 'dimana', 'trouble', 'internet', 'gangguan', 'jaringan', 'segan', 'segan', 'costumer', 'service', 'indihome', 'cepat', 'tanggap', 'fast', 'respon', 'memulihkan', 'gangguan', 'jaringan', 'lemot', 'router', 'layanan', 'indihome', 'normal', 'pelanggan', 'menikmati', 'layanan', 'indihome']","['indihome', 'layanan', 'terbaik', 'berlangganan', 'indihome', 'solusi', 'dimana', 'trouble', 'internet', 'gangguan', 'jaringan', 'segan', 'segan', 'costumer', 'service', 'indihome', 'cepat', 'tanggap', 'fast', 'respon', 'memulihkan', 'gangguan', 'jaringan', 'lemot', 'router', 'layanan', 'indihome', 'normal', 'pelanggan', 'menikmati', 'layanan', 'indihome']","['indihome', 'layan', 'baik', 'langgan', 'indihome', 'solusi', 'mana', 'trouble', 'internet', 'ganggu', 'jaring', 'segan', 'segan', 'costumer', 'service', 'indihome', 'cepat', 'tanggap', 'fast', 'respon', 'pulih', 'ganggu', 'jaring', 'lot', 'router', 'layan', 'indihome', 'normal', 'langgan', 'nikmat', 'layan', 'indihome']"
